X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
401840.200000003,136678.829999998,25149504,2025/09/30 22:09:23+00,EVENING,OTHERS,THEFT/OTHER,1700 - 1799 BLOCK OF GALES STREET NE,401840.2,136678.83,7,7D,5.0,507.0,Cluster 25,007901 1,7901.0,Precinct 81,38.8979579372,-76.9787864266,,2025/09/30 21:15:00+00,2025/09/30 21:25:00+00,810424744,
400702.950000003,140622.34,25138653,2025/09/11 00:11:28+00,EVENING,OTHERS,BURGLARY,1000 - 1199 BLOCK OF NEWTON STREET NE,400702.95,140622.34,5,5B,5.0,504.0,Cluster 22,009301 2,9301.0,Precinct 68,38.9334840318,-76.9918924512,,2025/09/10 21:30:00+00,2025/09/10 22:00:00+00,810424896,
399695.200000003,137774.0,25138829,2025/09/11 12:55:46+00,DAY,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF 2ND STREET NE,399695.2,137774.0,6,6E,5.0,501.0,Cluster 25,010601 2,10601.0,Precinct 144,38.9078254892,-77.0035141787,NOMA,2025/09/11 12:18:00+00,,810424897,
398758.710000001,145213.059999999,25139056,2025/09/11 22:02:02+00,EVENING,OTHERS,THEFT/OTHER,100 - 199 BLOCK OF CARROLL STREET NW,398758.71,145213.06,4,4B,4.0,401.0,Cluster 17,001702 2,1702.0,Precinct 63,38.9748378665,-77.014324859,,2025/09/11 17:58:00+00,2025/09/11 18:00:00+00,810424898,
396171.049999997,137945.800000001,25140623,2025/09/14 12:51:24+00,DAY,OTHERS,THEFT/OTHER,1 - 7 BLOCK OF DUPONT CIRCLE NW,396171.05,137945.8,2,2B,2.0,208.0,Cluster 6,005502 3,5502.0,Precinct 14,38.9093648355,-77.0441466713,DUPONT CIRCLE,2025/09/14 12:08:00+00,2025/09/14 12:13:00+00,810424899,
395766.060000002,137407.120000001,25423937,2025/09/10 12:32:08+00,DAY,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF 22ND STREET NW,395766.06,137407.12,2,2A,2.0,207.0,Cluster 5,005501 2,5501.0,Precinct 4,38.9045103621,-77.0488127655,,2025/09/09 18:00:00+00,2025/09/09 22:00:00+00,810424902,
391716.090000004,141385.460000001,25424112,2025/09/24 12:01:22+00,DAY,OTHERS,THEFT F/AUTO,4800 - 4899 BLOCK OF SEDGWICK STREET NW,391716.09,141385.46,3,3D,2.0,205.0,Cluster 13,000903 2,903.0,Precinct 9,38.9403196699,-77.0955525376,,2025/09/23 05:00:00+00,2025/09/23 09:50:00+00,810424903,
396843.200000003,142470.850000001,25423927,2025/09/10 12:02:15+00,DAY,OTHERS,THEFT/OTHER,4840 - 4919 BLOCK OF 16TH STREET NW,396843.2,142470.85,4,4E,4.0,404.0,Cluster 18,002002 1,2002.0,Precinct 54,38.9501305523,-77.0364177929,,2025/09/06 04:00:00+00,2025/09/06 12:40:00+00,810424940,
399489.600000001,137576.25,25142375,2025/09/17 21:00:02+00,EVENING,OTHERS,THEFT/OTHER,1200 - 1229 BLOCK OF 1ST STREET NE,399489.6,137576.25,6,6E,5.0,501.0,Cluster 25,010601 2,10601.0,Precinct 144,38.9060439932,-77.0058844882,NOMA,2025/09/17 19:36:00+00,2025/09/17 20:30:00+00,810425128,
399080.399999999,138304.32,25145383,2025/09/23 16:55:07+00,DAY,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF R STREET NW,399080.4,138304.32,5,5E,3.0,308.0,Cluster 21,003302 2,3302.0,Precinct 19,38.9126023648,-77.0106031994,,2025/09/23 03:20:00+00,2025/09/23 03:25:00+00,810425129,
402348.979999997,140306.359999999,25146061,2025/09/24 16:59:31+00,DAY,GUN,ASSAULT W/DANGEROUS WEAPON,2206 - 2399 BLOCK OF RHODE ISLAND AVENUE NE,402348.98,140306.36,5,5B,5.0,503.0,Cluster 22,009400 2,9400.0,Precinct 70,38.9306347289,-76.9729088708,,2025/09/24 15:18:00+00,2025/09/24 17:00:00+00,810425130,
402817.799999997,132471.609999999,25146501,2025/09/25 13:33:36+00,DAY,OTHERS,THEFT/OTHER,2721 - 2899 BLOCK OF MARION BARRY AVENUE SE,402817.8,132471.61,7,7B,6.0,606.0,Cluster 35,007604 3,7604.0,Precinct 113,38.8600550644,-76.9675340373,,2025/09/25 13:15:00+00,,810425131,
398186.039999999,137185.329999998,25138015,2025/09/10 01:40:15+00,EVENING,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF K STREET NW,398186.04,137185.33,6,6E,1.0,101.0,Cluster 8,004703 2,4703.0,Precinct 18,38.902520725,-77.0209124198,MOUNT VERNON TRIANGLE CID,2025/09/09 21:07:00+00,2025/09/09 22:02:00+00,810425142,
398650.93,145225.010000002,25138915,2025/09/11 15:04:09+00,DAY,OTHERS,THEFT F/AUTO,200 - 399 BLOCK OF CARROLL STREET NW,398650.93,145225.01,4,4B,4.0,401.0,Cluster 17,001702 2,1702.0,Precinct 63,38.9749453559,-77.015568696,,2025/09/10 14:30:00+00,2025/09/10 15:30:00+00,810425156,
399135.100000001,137781.899999999,25139544,2025/09/12 21:22:27+00,EVENING,OTHERS,THEFT F/AUTO,1 - 99 BLOCK OF HANOVER PLACE NW,399135.1,137781.9,5,5E,3.0,308.0,Cluster 21,004600 1,4600.0,Precinct 19,38.9078962825,-77.0099718378,,2025/09/12 16:05:00+00,2025/09/12 16:40:00+00,810425157,
400489.82,136696.710000001,25149381,2025/09/30 18:24:28+00,DAY,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF PICKFORD PLACE NE,400489.82,136696.71,6,6A,1.0,104.0,Cluster 25,008402 2,8402.0,Precinct 82,38.8981207963,-76.9943534093,,2025/09/30 17:34:00+00,2025/09/30 18:13:00+00,810425520,
397700.460000001,136611.23,25143464,2025/09/19 20:03:45+00,EVENING,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF F STREET NW,397700.46,136611.23,2,2C,2.0,209.0,Cluster 8,005802 5,5802.0,Precinct 129,38.8973478904,-77.0265085554,DOWNTOWN,2025/09/19 19:12:00+00,2025/09/19 19:18:00+00,810426113,
401745.689999998,135773.219999999,25146174,2025/09/24 20:26:31+00,EVENING,OTHERS,THEFT/OTHER,1700 - 1799 BLOCK OF EAST CAPITOL STREET,401745.69,135773.22,7,7D,1.0,108.0,Cluster 26,008002 1,8002.0,Precinct 86,38.8898000618,-76.979878226,,2025/09/24 13:05:00+00,2025/09/24 19:35:00+00,810426114,
397633.43,144615.420000002,25146657,2025/09/26 09:20:44+00,MIDNIGHT,OTHERS,THEFT/OTHER,6500 - 6599 BLOCK OF GEORGIA AVENUE NW,397633.43,144615.42,4,4A,4.0,402.0,Cluster 17,001804 2,1804.0,Precinct 61,38.9694518736,-77.027308864,,2025/09/25 18:14:00+00,2025/09/25 18:51:00+00,810426115,
396370.090000004,136866.399999999,25423865,2025/09/04 19:02:58+00,EVENING,OTHERS,THEFT F/AUTO,1800 - 1803 BLOCK OF PENNSYLVANIA AVENUE NW,396370.09,136866.4,2,2C,2.0,207.0,Cluster 6,010700 1,10700.0,Precinct 17,38.8996420668,-77.041846094,GOLDEN TRIANGLE,2025/09/02 16:00:00+00,2025/09/02 23:00:00+00,810426170,
396461.579999998,139469.98,25423936,2025/09/10 12:32:13+00,DAY,OTHERS,THEFT/OTHER,1734 - 1769 BLOCK OF EUCLID STREET NW,396461.58,139469.98,1,1C,3.0,303.0,Cluster 1,003802 1,3802.0,Precinct 24,38.9230963711,-77.0408048011,,2025/09/09 19:13:00+00,2025/09/09 21:00:00+00,810426171,
398500.509999998,138891.059999999,25424121,2025/09/24 12:31:41+00,DAY,OTHERS,THEFT/OTHER,300 - 399 BLOCK OF OAKDALE PLACE NW,398500.51,138891.06,1,1B,3.0,306.0,Cluster 3,003400 1,3400.0,Precinct 20,38.9178871163,-77.0172907456,,2025/08/02 02:20:00+00,2025/09/01 02:20:00+00,810426172,
396171.049999997,137945.800000001,25142242,2025/09/17 15:19:01+00,DAY,OTHERS,THEFT/OTHER,1 - 7 BLOCK OF DUPONT CIRCLE NW,396171.05,137945.8,2,2B,2.0,208.0,Cluster 6,005502 3,5502.0,Precinct 14,38.9093648355,-77.0441466713,DUPONT CIRCLE,2025/09/17 14:42:00+00,2025/09/17 14:44:00+00,810426339,
402503.0,139009.109999999,25143905,2025/09/20 14:56:36+00,DAY,OTHERS,THEFT F/AUTO,2000 - 2198 BLOCK OF BLADENSBURG ROAD NE,402503.0,139009.11,5,5C,5.0,503.0,Cluster 22,011100 1,11100.0,Precinct 71,38.9189482642,-76.9711372662,,2025/09/20 06:00:00+00,2025/09/20 06:25:00+00,810426340,
397961.670000002,139579.809999999,25149783,2025/10/01 13:50:58+00,DAY,OTHERS,THEFT/OTHER,700 - 898 BLOCK OF EUCLID STREET NW,397961.67,139579.81,1,1E,3.0,304.0,Cluster 2,003500 3,3500.0,Precinct 37,38.9240905147,-77.0235061999,,2025/09/30 11:40:00+00,2025/10/01 13:51:00+00,810426341,
396217.890000001,138008.23,25144603,2025/09/22 01:49:14+00,EVENING,OTHERS,THEFT/OTHER,1300 - 1699 BLOCK OF CONNECTICUT AVENUE NW,396217.89,138008.23,2,2B,2.0,208.0,Cluster 6,010700 2,10700.0,Precinct 14,38.9099274291,-77.0436069637,GOLDEN TRIANGLE,2025/09/21 04:00:00+00,2025/09/21 05:30:00+00,810426908,
395007.450000003,137489.199999999,25145371,2025/09/23 12:22:16+00,DAY,OTHERS,THEFT/OTHER,2800 - 2899 BLOCK OF M STREET NW,395007.45,137489.2,2,2E,2.0,206.0,Cluster 4,000102 3,102.0,Precinct 5,38.9052457859,-77.0575593157,GEORGETOWN,2025/09/23 11:42:00+00,2025/09/23 11:43:00+00,810426909,
399953.420000002,134056.210000001,25145705,2025/09/23 22:46:28+00,EVENING,OTHERS,ROBBERY,1300 - 1399 BLOCK OF 4TH STREET SE,399953.42,134056.21,8,8F,1.0,106.0,Cluster 27,007201 2,7201.0,Precinct 131,38.8743343032,-77.0005367901,CAPITOL RIVERFRONT,2025/09/23 21:40:00+00,2025/09/23 22:46:00+00,810426910,
399622.270000003,134352.620000001,25147085,2025/09/26 16:33:09+00,DAY,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF NEW JERSEY AVENUE SE,399622.27,134352.62,8,8F,1.0,106.0,Cluster 27,007203 1,7203.0,Precinct 131,38.8770044023,-77.004353141,CAPITOL RIVERFRONT,2025/09/26 13:13:00+00,2025/09/26 13:36:00+00,810426911,
400504.020000003,129677.18,25147231,2025/09/27 11:14:41+00,DAY,OTHERS,THEFT F/AUTO,3700 - 3851 BLOCK OF 9TH STREET SE,400504.02,129677.18,8,8E,7.0,706.0,Cluster 39,009801 1,9801.0,Precinct 121,38.8348859806,-76.9941948591,,2025/09/24 12:00:00+00,2025/09/24 20:00:00+00,810426912,
397228.829999998,137798.129999999,25147976,2025/09/27 23:55:49+00,EVENING,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF 14TH STREET NW,397228.83,137798.13,2,2F,2.0,208.0,Cluster 7,005203 2,5203.0,Precinct 17,38.9080385449,-77.0319501832,,2025/09/27 22:24:00+00,2025/09/27 23:52:00+00,810426961,
394895.399999999,140924.899999999,25149390,2025/10/01 00:28:12+00,EVENING,OTHERS,THEFT/OTHER,3500 - 3599 BLOCK OF CONNECTICUT AVENUE NW,394895.4,140924.9,3,3C,2.0,203.0,Cluster 15,001304 1,1304.0,Precinct 34,38.9361950358,-77.0588766912,,2025/09/30 17:40:00+00,2025/09/30 17:52:00+00,810426962,
405665.068999998,137980.039900001,25134803,2025/09/03 23:27:59+00,EVENING,OTHERS,THEFT/OTHER,1500 - 1599 BLOCK OF OLIVE STREET NE,405665.06896321,137980.039869476,7,7C,6.0,602.0,Cluster 31,009601 1,9601.0,Precinct 92,38.9096633632,-76.9346831388,,2025/09/02 14:38:00+00,2025/09/03 23:22:00+00,810427243,
397769.619999997,144596.23,25135188,2025/09/04 19:11:35+00,EVENING,OTHERS,THEFT/OTHER,6500 - 6599 BLOCK OF PINEY BRANCH ROAD NW,397769.62,144596.23,4,4B,4.0,402.0,Cluster 17,001901 4,1901.0,Precinct 59,38.969279362,-77.025737247,,2025/09/04 15:09:00+00,2025/09/04 16:15:00+00,810427244,
398099.299999997,137916.59,25135975,2025/09/05 23:57:21+00,EVENING,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF 7TH STREET NW,398099.3,137916.59,2,2G,3.0,307.0,Cluster 7,004901 2,4901.0,Precinct 18,38.9091079868,-77.0219144344,,2025/09/05 23:26:00+00,2025/09/05 23:50:00+00,810427245,
398186.039999999,137185.329999998,25137489,2025/09/09 02:25:27+00,EVENING,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF K STREET NW,398186.04,137185.33,6,6E,1.0,101.0,Cluster 8,004703 2,4703.0,Precinct 18,38.902520725,-77.0209124198,MOUNT VERNON TRIANGLE CID,2025/09/08 21:46:00+00,2025/09/08 22:30:00+00,810427246,
401098.193099998,129859.732799999,25134509,2025/09/14 00:52:47+00,EVENING,OTHERS,THEFT F/AUTO,4000 - 4099 BLOCK OF 13TH STREET SE,401098.193118972,129859.73275794,8,8E,7.0,706.0,Cluster 39,009700 3,9700.0,Precinct 121,38.8365299582,-76.9873510722,,2025/09/03 14:19:00+00,2025/09/03 16:39:00+00,810427740,
393173.950000003,142324.530000001,25134613,2025/09/08 12:10:43+00,DAY,OTHERS,THEFT/OTHER,4500 - 4599 BLOCK OF 40TH STREET NW,393173.95,142324.53,3,3E,2.0,202.0,Cluster 11,001100 4,1100.0,Precinct 32,38.9487916125,-77.0787458915,,2025/09/03 16:56:00+00,2025/09/03 17:47:00+00,810427741,
399995.6919,134294.3884,25134683,2025/09/03 19:46:23+00,EVENING,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF M STREET SE,399995.691933949,134294.388378056,8,8F,1.0,106.0,Cluster 27,007201 2,7201.0,Precinct 131,38.8764799099,-77.0000496478,CAPITOL RIVERFRONT,2025/09/03 18:30:00+00,2025/09/03 19:30:00+00,810427742,
400846.420100003,135484.260000002,25135753,2025/09/05 17:33:25+00,DAY,OTHERS,THEFT/OTHER,200 - 229 BLOCK OF 12TH STREET SE,400846.420126738,135484.26002716,6,6B,1.0,107.0,Cluster 26,006700 2,6700.0,Precinct 88,38.8871983271,-76.9902440563,,2025/09/03 23:00:00+00,2025/09/04 16:00:00+00,810427743,
