X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
401973.071099997,135587.8598,25147150,2025/09/26 18:21:54+00,DAY,OTHERS,THEFT/OTHER,100 - 199 BLOCK OF 19TH STREET SE,401973.071103784,135587.859803256,7,7D,1.0,107.0,Cluster 26,006801 1,6801.0,Precinct 87,38.8881297865,-76.9772578399,,2025/09/26 15:09:00+00,2025/09/26 16:05:00+00,810221206,
398559.0,128329.550000001,25148020,2025/09/28 01:11:54+00,EVENING,OTHERS,ASSAULT W/DANGEROUS WEAPON,INTERSTATE 295,398559.0,128329.55,8,8D,7.0,707.0,Cluster 44,010900 2,10900.0,Precinct 126,38.8227448656,-77.0165941547,,2025/09/27 23:21:00+00,2025/09/28 02:00:00+00,810221207,
401897.409999996,136243.800000001,25148061,2025/09/28 03:23:35+00,MIDNIGHT,OTHERS,THEFT F/AUTO,300 - 399 BLOCK OF 18TH PLACE NE,401897.41,136243.8,7,7D,5.0,507.0,Cluster 25,007901 2,7901.0,Precinct 81,38.8940389067,-76.9781281191,,2025/09/28 02:46:00+00,2025/09/28 03:05:00+00,810221208,
397203.829999998,146283.600000001,25148690,2025/09/29 13:05:19+00,DAY,OTHERS,THEFT F/AUTO,7800 - 7899 BLOCK OF MORNINGSIDE DRIVE NW,397203.83,146283.6,4,4A,4.0,401.0,Cluster 16,001600 1,1600.0,Precinct 62,38.9844779526,-77.0322730072,,2025/09/27 21:00:00+00,2025/09/28 12:30:00+00,810221209,
397152.229999997,143201.280000001,25149630,2025/10/01 02:27:28+00,EVENING,OTHERS,THEFT/OTHER,5500 - 5599 BLOCK OF COLORADO AVENUE NW,397152.23,143201.28,4,4E,4.0,403.0,Cluster 18,002001 1,2001.0,Precinct 53,38.9567115175,-77.0328557631,,2025/10/01 01:21:00+00,2025/10/01 02:04:00+00,810221210,
402158.310000002,138824.530000001,25149858,2025/10/01 18:02:17+00,DAY,OTHERS,THEFT/OTHER,1800 - 2299 BLOCK OF NEW YORK AVENUE NE,402158.31,138824.53,5,5C,5.0,505.0,Cluster 22,011100 3,11100.0,Precinct 72,38.9172864211,-76.9751125549,,2025/10/01 16:26:00+00,2025/10/01 16:40:00+00,810221211,
402258.640000001,139078.149999999,25149979,2025/10/01 22:27:46+00,EVENING,KNIFE,ASSAULT W/DANGEROUS WEAPON,2000 - 2299 BLOCK OF ADAMS PLACE NE,402258.64,139078.15,5,5C,5.0,505.0,Cluster 22,011100 3,11100.0,Precinct 72,38.9195708611,-76.9739548166,,2025/10/01 19:50:00+00,2025/10/08 21:00:00+00,810221212,
398010.079999998,138818.940000001,25150017,2025/10/01 21:22:34+00,EVENING,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF 8TH STREET NW,398010.08,138818.94,1,1B,3.0,305.0,Cluster 3,003500 3,3500.0,Precinct 37,38.917236462,-77.0229457261,,2025/10/01 20:30:00+00,2025/10/01 20:37:00+00,810221213,
397497.509999998,137532.539999999,25150489,2025/10/02 18:14:08+00,DAY,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF M STREET NW,397497.51,137532.54,2,2F,3.0,307.0,Cluster 7,005004 1,5004.0,Precinct 17,38.9056468241,-77.0288514716,,2025/10/02 16:30:00+00,2025/10/02 17:10:00+00,810221214,
393070.630000003,142276.379999999,25136489,2025/09/07 00:02:14+00,EVENING,OTHERS,THEFT/OTHER,4500 - 4537 BLOCK OF WISCONSIN AVENUE NW,393070.63,142276.38,3,3E,2.0,202.0,Cluster 11,001004 2,1004.0,Precinct 31,38.9483570552,-77.0799373128,,2025/09/06 22:48:00+00,2025/09/06 23:39:00+00,810221585,
400673.75,129511.16,25136773,2025/09/07 16:40:49+00,DAY,OTHERS,THEFT/OTHER,3826 - 3899 BLOCK OF 9TH STREET SE,400673.75,129511.16,8,8E,7.0,706.0,Cluster 39,009801 1,9801.0,Precinct 121,38.8333902827,-76.9922401259,,2025/09/07 14:00:00+00,2025/09/07 15:47:00+00,810221586,
400840.659999996,139142.940000001,25134911,2025/09/04 03:32:55+00,MIDNIGHT,OTHERS,ROBBERY,1000 - 1249 BLOCK OF BRENTWOOD ROAD NE,400840.66,139142.94,5,5C,5.0,505.0,Cluster 22,009102 4,9102.0,Precinct 72,38.9201570109,-76.9903059701,,2025/09/04 01:46:00+00,2025/09/04 01:56:00+00,810221602,
400820.460000001,129719.23,25136583,2025/09/07 02:56:34+00,EVENING,OTHERS,THEFT/OTHER,4000 - 4099 BLOCK OF COLE BOULEVARD SE,400820.46,129719.23,8,8E,7.0,706.0,Cluster 39,009700 3,9700.0,Precinct 121,38.8352645481,-76.9905501545,,2025/09/06 18:00:00+00,2025/09/06 21:00:00+00,810221603,
400240.18,130832.91,25137032,2025/09/08 02:34:38+00,EVENING,OTHERS,THEFT/OTHER,2919 - 2999 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,400240.18,130832.91,8,8C,7.0,705.0,Cluster 39,010400 1,10400.0,Precinct 123,38.8452974283,-76.9972332803,,2025/09/08 01:05:00+00,,810221604,
399622.270000003,134352.620000001,25137979,2025/09/09 20:52:38+00,EVENING,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF NEW JERSEY AVENUE SE,399622.27,134352.62,8,8F,1.0,106.0,Cluster 27,007203 1,7203.0,Precinct 131,38.8770044023,-77.004353141,CAPITOL RIVERFRONT,2025/09/09 20:12:00+00,2025/09/09 20:17:00+00,810221605,
396746.969999999,137976.41,25138359,2025/09/10 14:54:28+00,DAY,OTHERS,THEFT/OTHER,1600 - 1699 BLOCK OF P STREET NW,396746.97,137976.41,2,2B,2.0,208.0,Cluster 6,005303 2,5303.0,Precinct 15,38.9096429011,-77.0375066283,,2025/09/10 14:27:00+00,2025/09/10 14:32:00+00,810221606,
397301.729999997,137919.210000001,25138452,2025/09/10 17:42:47+00,DAY,OTHERS,BURGLARY,1300 - 1399 BLOCK OF RHODE ISLAND AVENUE NW,397301.73,137919.21,2,2F,3.0,307.0,Cluster 7,005003 1,5003.0,Precinct 16,38.9091295021,-77.031110159,,2025/09/09 20:30:00+00,2025/09/10 13:15:00+00,810221607,
390294.799999997,141213.780000001,25138710,2025/09/11 02:58:58+00,EVENING,OTHERS,THEFT F/AUTO,5950 - 5999 BLOCK OF MACARTHUR BOULEVARD NW,390294.8,141213.78,3,3D,2.0,205.0,Cluster 13,000902 2,902.0,Precinct 8,38.9387585763,-77.1119442686,,2025/09/10 17:00:00+00,2025/09/11 02:20:00+00,810221608,
396284.009999998,139460.359999999,25138896,2025/09/11 15:23:49+00,DAY,OTHERS,THEFT F/AUTO,1800 - 1899 BLOCK OF ADAMS MILL ROAD NW,396284.01,139460.36,1,1C,3.0,303.0,Cluster 1,004001 1,4001.0,Precinct 25,38.9230089781,-77.042852473,ADAMS MORGAN,2025/09/11 13:15:00+00,2025/09/11 15:02:00+00,810221609,
399372.689999998,133733.34,25134628,2025/09/03 19:30:44+00,EVENING,OTHERS,SEX ABUSE,1 - 99 BLOCK OF POTOMAC AVENUE SE,399372.69,133733.34,8,8F,1.0,106.0,Cluster 27,007201 4,7201.0,Precinct 131,38.8714255382,-77.007228855,CAPITOL RIVERFRONT,2022/07/23 03:00:00+00,,810221688,
403053.649999999,140739.91,25136877,2025/09/07 22:11:14+00,EVENING,OTHERS,THEFT F/AUTO,3000 - 3133 BLOCK OF RHODE ISLAND AVENUE NE,403053.65,140739.91,5,5B,5.0,503.0,Cluster 24,011100 2,11100.0,Precinct 69,38.9345381126,-76.9647798805,,2025/09/07 19:27:00+00,2025/09/07 20:59:00+00,810221974,
398010.079999998,138818.940000001,25137892,2025/09/09 22:55:24+00,EVENING,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF 8TH STREET NW,398010.08,138818.94,1,1B,3.0,305.0,Cluster 3,003500 3,3500.0,Precinct 37,38.917236462,-77.0229457261,,2025/09/09 17:25:00+00,2025/09/09 18:33:00+00,810221975,
400199.43,141426.91,25138904,2025/09/11 14:42:07+00,DAY,OTHERS,THEFT F/AUTO,491 - 699 BLOCK OF TAYLOR STREET NE,400199.43,141426.91,5,5B,4.0,405.0,Cluster 20,009504 1,9504.0,Precinct 68,38.9407320957,-76.997699619,,2025/09/10 23:30:00+00,2025/09/11 02:30:00+00,810221976,
398397.189999998,139049.280000001,25139031,2025/09/11 18:43:38+00,DAY,OTHERS,THEFT/OTHER,400 - 501 BLOCK OF W STREET NW,398397.19,139049.28,1,1B,3.0,306.0,Cluster 3,003400 3,3400.0,Precinct 37,38.9193122316,-77.0184825066,,2025/09/11 18:18:00+00,2025/09/11 18:30:00+00,810221977,
398186.039999999,137185.329999998,25139485,2025/09/12 16:58:06+00,DAY,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF K STREET NW,398186.04,137185.33,6,6E,1.0,101.0,Cluster 8,004703 2,4703.0,Precinct 18,38.902520725,-77.0209124198,MOUNT VERNON TRIANGLE CID,2025/09/12 13:42:00+00,2025/09/12 13:45:00+00,810221978,
403153.810000002,139839.710000001,25139770,2025/09/12 22:53:10+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,2804 - 2898 BLOCK OF BLADENSBURG ROAD NE,403153.81,139839.71,5,5C,5.0,503.0,Cluster 24,011100 1,11100.0,Precinct 71,38.9264284806,-76.9636287941,,2025/09/12 22:04:00+00,2025/09/12 22:50:00+00,810221979,
395506.600000001,136689.93,25140447,2025/09/14 02:55:06+00,EVENING,OTHERS,BURGLARY,2400 - 2448 BLOCK OF VIRGINIA AVENUE NW,395506.6,136689.93,2,2A,2.0,207.0,Cluster 5,005602 2,5602.0,Precinct 3,38.8980483719,-77.0517993673,,2025/09/13 04:00:00+00,,810221980,
398650.93,145225.010000002,25141496,2025/09/15 04:00:00+00,MIDNIGHT,KNIFE,HOMICIDE,200 - 399 BLOCK OF CARROLL STREET NW,398650.93,145225.01,4,4B,4.0,401.0,Cluster 17,001702 2,1702.0,Precinct 63,38.9749453559,-77.015568696,,2025/09/15 22:57:00+00,2025/09/15 23:17:00+00,810221981,
399676.049999997,143865.149999999,25142671,2025/09/18 14:29:15+00,DAY,OTHERS,THEFT F/AUTO,200 - 299 BLOCK OF PEABODY STREET NE,399676.05,143865.15,4,4B,4.0,406.0,Cluster 19,009505 1,9505.0,Precinct 65,38.962696386,-77.0037378433,,2025/09/18 00:00:00+00,2025/09/18 10:00:00+00,810221982,
400541.340000004,136696.640000001,25134459,2025/09/03 13:59:23+00,DAY,OTHERS,THEFT F/AUTO,600 - 699 BLOCK OF 9TH STREET NE,400541.34,136696.64,6,6A,1.0,104.0,Cluster 25,008402 2,8402.0,Precinct 82,38.8981201355,-76.9937594925,,2025/08/27 14:00:00+00,2025/09/27 15:00:00+00,810222005,
391507.520000003,141748.34,25134528,2025/09/03 15:16:20+00,DAY,OTHERS,THEFT F/AUTO,4200 - 4246 BLOCK OF FORDHAM ROAD NW,391507.52,141748.34,3,3D,2.0,205.0,Cluster 13,000904 2,904.0,Precinct 9,38.9435866043,-77.097962823,,2025/09/02 16:45:00+00,2025/09/02 18:00:00+00,810222006,
398469.82,134448.469999999,25136073,2025/09/06 03:00:04+00,EVENING,OTHERS,THEFT/OTHER,900 - 1199 BLOCK OF 4TH STREET SW,398469.82,134448.47,6,6D,1.0,105.0,Cluster 9,010201 2,10201.0,Precinct 128,38.8778666066,-77.0176347386,SOUTHWEST,2025/09/06 02:49:00+00,2025/09/06 02:50:00+00,810222007,
398010.310000002,138697.329999998,25136264,2025/09/06 15:45:51+00,DAY,OTHERS,THEFT/OTHER,1900 - 1999 BLOCK OF 8TH STREET NW,398010.31,138697.33,1,1B,3.0,305.0,Cluster 3,004402 2,4402.0,Precinct 137,38.9161409594,-77.0229427215,,2025/09/06 14:09:00+00,2025/09/06 15:15:00+00,810222008,
395993.280000001,137976.440000001,25135412,2025/09/05 00:56:38+00,EVENING,OTHERS,THEFT/OTHER,2015 - 2099 BLOCK OF P STREET NW,395993.28,137976.44,2,2B,2.0,208.0,Cluster 6,005502 3,5502.0,Precinct 14,38.9096400587,-77.0461964857,DUPONT CIRCLE,2025/09/04 20:40:00+00,2025/09/04 21:00:00+00,810222076,
400233.789999999,136927.879999999,25135592,2025/09/05 12:39:51+00,DAY,OTHERS,MOTOR VEHICLE THEFT,600 - 699 BLOCK OF H STREET NE,400233.79,136927.88,6,6C,1.0,104.0,Cluster 25,008302 2,8302.0,Precinct 83,38.9002033642,-76.9973048161,,2025/09/05 12:05:00+00,2025/09/05 12:15:00+00,810222077,
399790.5,141767.510000002,25135993,2025/09/06 00:27:46+00,EVENING,OTHERS,THEFT F/AUTO,200 - 299 BLOCK OF HAWAII AVENUE NE,399790.5,141767.51,5,5A,4.0,405.0,Cluster 19,009510 3,9510.0,Precinct 44,38.9438003162,-77.0024166403,,2025/09/05 21:00:00+00,2025/09/05 21:30:00+00,810222078,
398099.020000003,138206.329999998,25136337,2025/09/06 17:49:12+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1600 - 1623 BLOCK OF 7TH STREET NW,398099.02,138206.33,2,2G,3.0,307.0,Cluster 7,004901 2,4901.0,Precinct 18,38.911718063,-77.0219184648,,2025/09/06 16:43:00+00,2025/09/06 17:47:00+00,810222079,
393839.710000001,139090.850000001,25143695,2025/09/20 03:31:05+00,MIDNIGHT,OTHERS,THEFT/OTHER,2200 - 2298 BLOCK OF WISCONSIN AVENUE NW,393839.71,139090.85,3,3B,2.0,204.0,Cluster 14,000300 1,300.0,Precinct 11,38.9196665779,-77.0710366027,,2025/09/20 00:05:00+00,2025/09/20 02:00:00+00,810222144,
400600.0,139626.190000001,25143735,2025/09/20 04:04:50+00,MIDNIGHT,OTHERS,THEFT/OTHER,800 - 999 BLOCK OF EVARTS STREET NE,400600.0,139626.19,5,5B,5.0,504.0,Cluster 22,009302 1,9302.0,Precinct 74,38.9245104797,-76.9930807068,,2025/09/20 01:35:00+00,2025/09/20 04:00:00+00,810222145,
399292.789999999,143007.710000001,25144070,2025/09/20 21:29:36+00,EVENING,OTHERS,THEFT F/AUTO,1 - 42 BLOCK OF RIGGS ROAD NE,399292.79,143007.71,5,5A,4.0,405.0,Cluster 19,009508 4,9508.0,Precinct 44,38.9549721196,-77.0081591409,,2025/09/19 17:00:00+00,2025/09/20 16:00:00+00,810222146,
403429.461599998,132938.074999999,25144348,2025/09/23 04:00:00+00,MIDNIGHT,OTHERS,HOMICIDE,2000 - 2199 BLOCK OF 32ND PLACE SE,403429.461569136,132938.074968797,7,7B,6.0,606.0,Cluster 35,007604 4,7604.0,Precinct 113,38.8642550029,-76.9604843053,,2025/09/21 07:51:00+00,2025/09/21 10:00:00+00,810222147,
393645.649999999,140765.550000001,25144463,2025/09/21 17:56:17+00,DAY,OTHERS,THEFT/OTHER,3700 - 3749 BLOCK OF NEWARK STREET NW,393645.65,140765.55,3,3A,2.0,204.0,Cluster 14,001002 4,1002.0,Precinct 29,38.934751414,-77.0732898841,,2025/09/21 15:36:00+00,2025/09/21 16:32:00+00,810222148,
398186.039999999,137185.329999998,25144948,2025/09/23 01:13:25+00,EVENING,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF K STREET NW,398186.04,137185.33,6,6E,1.0,101.0,Cluster 8,004703 2,4703.0,Precinct 18,38.902520725,-77.0209124198,MOUNT VERNON TRIANGLE CID,2025/09/22 15:21:00+00,2025/09/22 15:22:00+00,810222149,
398374.909999996,135355.710000001,25146926,2025/09/26 04:41:38+00,MIDNIGHT,OTHERS,THEFT F/AUTO,400 - 599 BLOCK OF C STREET SW,398374.91,135355.71,6,6D,1.0,103.0,Cluster 9,010202 1,10202.0,Precinct 142,38.8860392052,-77.0187306853,SOUTHWEST,2025/09/20 16:00:00+00,2025/09/21 16:00:00+00,810222150,
402596.490000002,132669.210000001,25147172,2025/09/26 17:40:16+00,DAY,OTHERS,THEFT/OTHER,2400 - 2698 BLOCK OF MARION BARRY AVENUE SE,402596.49,132669.21,8,8B,7.0,702.0,Cluster 36,007502 1,7502.0,Precinct 134,38.8618358091,-76.9700831676,,2025/09/26 16:04:00+00,2025/09/26 17:34:00+00,810222151,
399489.600000001,137576.25,25147488,2025/09/27 01:52:16+00,EVENING,OTHERS,THEFT/OTHER,1200 - 1229 BLOCK OF 1ST STREET NE,399489.6,137576.25,6,6E,5.0,501.0,Cluster 25,010601 1,10601.0,Precinct 144,38.9060439932,-77.0058844882,NOMA,2025/09/27 01:23:00+00,,810222152,
396418.700000003,139305.77,25423931,2025/09/10 12:02:32+00,DAY,OTHERS,THEFT/OTHER,2300 - 2499 BLOCK OF CHAMPLAIN STREET NW,396418.7,139305.77,1,1C,3.0,303.0,Cluster 1,003802 1,3802.0,Precinct 24,38.921616941,-77.0412984333,ADAMS MORGAN,2025/09/08 16:52:00+00,2025/09/08 20:30:00+00,810222453,
396835.740000002,139458.129999999,25424201,2025/09/30 11:32:36+00,DAY,OTHERS,THEFT/OTHER,2480 - 2599 BLOCK OF 16TH STREET NW,396835.74,139458.13,1,1C,3.0,303.0,Cluster 1,003802 3,3802.0,Precinct 24,38.9229910494,-77.0364899611,,2025/09/28 17:00:00+00,2025/09/28 22:30:00+00,810222454,
399351.539999999,137319.559999999,25424243,2025/10/01 16:01:56+00,DAY,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF L STREET NE,399351.54,137319.56,6,6E,,,Cluster 25,010603 3,10603.0,Precinct 144,38.9037315487,-77.007475963,NOMA,2025/08/05 18:30:00+00,2025/08/05 18:40:00+00,810222455,
397115.740000002,138058.609999999,25424254,2025/10/02 10:03:53+00,MIDNIGHT,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF CHURCH STREET NW,397115.74,138058.61,2,2F,2.0,208.0,Cluster 7,005202 1,5202.0,Precinct 16,38.9103846743,-77.0332551474,,2025/09/30 18:00:00+00,2025/09/30 18:15:00+00,810222456,
400275.810000002,142748.170000002,25147790,2025/09/27 17:06:27+00,DAY,OTHERS,ROBBERY,SOUTH DAKOTA AVENUE NE AND GALLOWAY STREET NE,400275.81001421,142748.1700179,5,5A,4.0,406.0,Cluster 19,009508 2,9508.0,Precinct 66,38.9526343554,-76.9968180612,,2025/09/27 16:12:00+00,2025/09/27 16:46:00+00,810222537,
399489.520000003,137664.75,25148337,2025/09/28 19:36:09+00,EVENING,OTHERS,ROBBERY,1222 - 1299 BLOCK OF 1ST STREET NE,399489.52,137664.75,6,6E,5.0,501.0,Cluster 25,010601 2,10601.0,Precinct 144,38.906841232,-77.0058854763,NOMA,2025/09/28 17:41:00+00,2025/09/28 18:43:00+00,810222538,
393645.649999999,140765.550000001,25148416,2025/09/28 22:20:02+00,EVENING,OTHERS,THEFT/OTHER,3700 - 3749 BLOCK OF NEWARK STREET NW,393645.65,140765.55,3,3A,2.0,204.0,Cluster 14,001002 4,1002.0,Precinct 29,38.934751414,-77.0732898841,,2025/09/28 21:11:00+00,2025/09/28 21:12:00+00,810222539,
399996.490000002,137184.27,25148937,2025/09/29 21:51:38+00,EVENING,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF K STREET NE,399996.49,137184.27,6,6C,5.0,501.0,Cluster 25,010602 4,10602.0,Precinct 83,38.9025130478,-77.0000404654,,2025/09/23 14:40:00+00,2025/09/23 14:45:00+00,810222540,
401953.6087,133141.097199999,25149096,2025/09/30 03:01:12+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1800 - 2199 BLOCK OF U PLACE SE,401953.608671766,133141.097208986,8,8A,6.0,607.0,Cluster 34,007605 1,7605.0,Precinct 112,38.8660884277,-76.9774891236,,2025/09/27 19:00:00+00,2025/09/28 05:30:00+00,810222541,
397243.310000002,140995.219999999,25149218,2025/09/30 12:32:58+00,DAY,OTHERS,THEFT F/AUTO,1325 - 1399 BLOCK OF SPRING ROAD NW,397243.31,140995.22,4,4C,4.0,404.0,Cluster 18,002504 1,2504.0,Precinct 49,38.9368390032,-77.0317960749,,2025/09/29 04:00:00+00,,810222542,
397171.109999999,137408.25,25149236,2025/09/30 13:30:45+00,DAY,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF VERMONT AVENUE NW,397171.11,137408.25,2,2C,2.0,207.0,Cluster 8,010100 3,10100.0,Precinct 17,38.9045261865,-77.0326140595,DOWNTOWN,2025/09/30 12:45:00+00,2025/09/30 13:20:00+00,810222543,
398750.240000002,136855.399999999,25149730,2025/10/01 12:03:10+00,DAY,OTHERS,THEFT/OTHER,200 - 299 BLOCK OF MASSACHUSETTS AVENUE NW,398750.24,136855.4,6,6E,1.0,101.0,Cluster 8,005900 2,5900.0,Precinct 143,38.8995495811,-77.0144073834,DOWNTOWN,2025/09/29 22:00:00+00,2025/09/30 19:30:00+00,810222544,
400187.189999998,130742.0,25150203,2025/10/02 03:49:59+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,3011 - 3024 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,400187.19,130742.0,8,8C,7.0,707.0,Cluster 39,010400 1,10400.0,Precinct 123,38.8444784836,-76.9978437159,,2025/10/02 01:28:00+00,2025/10/02 03:30:00+00,810222545,
397102.984800003,143486.774999999,25150582,2025/10/02 21:28:45+00,EVENING,OTHERS,THEFT/OTHER,14TH STREET NW AND MONTAGUE STREET NW,397102.98479527,143486.77504259,4,4E,4.0,403.0,Cluster 18,002001 2,2001.0,Precinct 53,38.9592831699,-77.033425129,,2025/10/02 20:55:00+00,,810222546,
395861.490000002,137976.149999999,25423908,2025/09/09 15:33:12+00,DAY,OTHERS,THEFT/OTHER,2100 - 2199 BLOCK OF P STREET NW,395861.49,137976.15,2,2B,2.0,208.0,Cluster 6,005502 2,5502.0,Precinct 14,38.9096368356,-77.0477159896,DUPONT CIRCLE,2025/09/06 16:55:00+00,2025/09/07 16:55:00+00,810222773,
400846.149999999,137116.190000001,25424086,2025/09/22 15:32:07+00,DAY,OTHERS,THEFT/OTHER,900 - 999 BLOCK OF 12TH STREET NE,400846.15,137116.19,6,6A,,,Cluster 25,008410 1,8410.0,Precinct 82,38.9018993517,-76.9902451599,,2025/09/19 09:05:00+00,2025/09/20 09:30:00+00,810222774,
400789.990000002,137372.079999998,25424116,2025/09/24 12:01:57+00,DAY,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF MORSE STREET NE,400789.99,137372.08,5,5D,5.0,506.0,Cluster 23,008802 3,8802.0,Precinct 77,38.9042045516,-76.9908923061,,2025/09/22 00:00:00+00,2025/09/22 12:30:00+00,810222775,
405400.4155,134708.9978,25424164,2025/09/26 12:31:30+00,DAY,OTHERS,THEFT/OTHER,4400 - 4499 BLOCK OF G STREET SE,405400.415522965,134708.997754441,7,7E,6.0,604.0,Cluster 33,009907 1,9907.0,Precinct 103,38.8801982898,-76.9377602407,,2025/08/20 04:58:00+00,2025/08/20 05:01:00+00,810222776,
397430.659999996,136664.370000001,25424238,2025/10/01 12:02:59+00,DAY,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF 13TH STREET NW,397430.66,136664.37,2,2C,2.0,209.0,Cluster 8,005802 1,5802.0,Precinct 129,38.8978258475,-77.0296189448,DOWNTOWN,2025/09/20 17:23:00+00,2025/09/20 17:27:00+00,810222777,
398989.350000001,136542.390000001,25423968,2025/09/11 20:31:49+00,EVENING,OTHERS,THEFT F/AUTO,500 - 599 BLOCK OF NEW JERSEY AVENUE NW,398989.35,136542.39,6,6E,1.0,102.0,Cluster 8,005900 2,5900.0,Precinct 1,38.8967301813,-77.0116504341,DOWNTOWN,2025/08/13 19:30:00+00,2025/08/13 21:30:00+00,810222861,
