X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
401124.371200003,133342.524599999,25145287,2025/09/23 04:01:33+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1800 - 1817 BLOCK OF 13TH STREET SE,401124.371198996,133342.524569172,8,8A,6.0,607.0,Cluster 34,007601 5,7601.0,Precinct 140,38.8679044191,-76.9870438613,,2025/09/23 03:44:00+00,,810452978,
396232.450000003,137848.510000002,25148465,2025/09/29 00:00:44+00,EVENING,OTHERS,THEFT/OTHER,1309 - 1399 BLOCK OF 19TH STREET NW,396232.45,137848.51,2,2B,2.0,208.0,Cluster 6,010700 2,10700.0,Precinct 14,38.9084886791,-77.0434382136,GOLDEN TRIANGLE,2025/09/27 19:00:00+00,2025/09/28 23:59:00+00,810453170,
393843.899999999,137761.300000001,25424163,2025/09/26 12:31:23+00,DAY,OTHERS,THEFT/OTHER,3600 - 3699 BLOCK OF O STREET NW,393843.9,137761.3,2,2E,2.0,206.0,Cluster 4,000201 2,201.0,Precinct 6,38.9076895776,-77.070976366,,2025/09/19 17:15:00+00,2025/09/20 10:00:00+00,810453189,
400134.740000002,139685.84,25424098,2025/09/24 11:02:30+00,DAY,OTHERS,THEFT/OTHER,2700 - 2799 BLOCK OF 6TH STREET NE,400134.74,139685.84,5,5F,5.0,502.0,Cluster 21,009204 1,9204.0,Precinct 74,38.9250480203,-76.9984461457,,2025/09/21 02:00:00+00,2025/09/21 11:00:00+00,810453457,
402062.469999999,139288.510000002,25148134,2025/09/28 05:42:16+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,2400 - 2405 BLOCK OF 20TH STREET NE,402062.47,139288.51,5,5C,5.0,505.0,Cluster 22,011100 3,11100.0,Precinct 72,38.9214663345,-76.9762162907,,2025/09/28 04:45:00+00,2025/09/28 05:15:00+00,810453536,
400717.530000001,132802.550000001,25140649,2025/09/14 15:22:28+00,DAY,OTHERS,THEFT F/AUTO,2300 - 2399 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,400717.53,132802.55,8,8A,7.0,703.0,Cluster 28,007401 1,7401.0,Precinct 119,38.8630405315,-76.9917324593,ANACOSTIA,2025/09/14 12:46:00+00,2025/09/14 15:22:00+00,810453570,
400233.439999998,136609.579999998,25137863,2025/09/09 16:56:34+00,DAY,OTHERS,THEFT F/AUTO,600 - 699 BLOCK OF F STREET NE,400233.44,136609.58,6,6C,1.0,104.0,Cluster 25,008302 2,8302.0,Precinct 84,38.8973360032,-76.9973089592,,2025/08/14 19:00:00+00,2025/08/30 11:00:00+00,810453612,
398317.920000002,134827.170000002,25138445,2025/09/10 17:32:19+00,DAY,OTHERS,THEFT F/AUTO,500 - 598 BLOCK OF G STREET SW,398317.92,134827.17,6,6D,1.0,103.0,Cluster 9,010202 2,10202.0,Precinct 142,38.8812778066,-77.0193862547,SOUTHWEST,2025/09/10 15:30:00+00,2025/09/10 15:40:00+00,810453613,
400233.439999998,136609.579999998,25137306,2025/09/08 17:49:12+00,DAY,OTHERS,THEFT F/AUTO,600 - 699 BLOCK OF F STREET NE,400233.44,136609.58,6,6C,1.0,104.0,Cluster 25,008302 2,8302.0,Precinct 84,38.8973360032,-76.9973089592,,2025/09/08 16:17:00+00,2025/09/08 16:34:00+00,810453661,
398055.899999999,138735.949999999,25147930,2025/09/27 22:16:54+00,EVENING,OTHERS,THEFT/OTHER,700 - 799 BLOCK OF FLORIDA AVENUE NW,398055.9,138735.95,1,1B,3.0,305.0,Cluster 3,003500 3,3500.0,Precinct 37,38.9164889632,-77.0224171416,,2025/09/27 06:30:00+00,2025/09/27 21:20:00+00,810453681,
397912.609999999,140776.379999999,25142533,2025/09/18 01:31:16+00,EVENING,KNIFE,ASSAULT W/DANGEROUS WEAPON,3601 - 3638 BLOCK OF GEORGIA AVENUE NW,397912.61,140776.38,1,1E,4.0,409.0,Cluster 2,003100 2,3100.0,Precinct 43,38.9348694723,-77.0240756033,,2025/09/17 23:46:00+00,2025/09/18 00:00:00+00,810453682,
397616.210000001,142721.039999999,25148239,2025/09/28 13:47:26+00,DAY,OTHERS,MOTOR VEHICLE THEFT,5100 - 5199 BLOCK OF GEORGIA AVENUE NW,397616.21,142721.04,4,4D,4.0,403.0,Cluster 18,002101 4,2101.0,Precinct 56,38.9523867696,-77.0275009875,,2025/09/28 12:49:00+00,2025/09/28 13:45:00+00,810453879,
